Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
3338,Novelty Dairy  Stores,1,New Delhi,43 Hawkers House Birbal Road Jangpura Extension Jangpura New Delhi,Jangpura,Jangpura New Delhi,772439279,285837753,Fast Food,200,Indian RupeesRs,No,No,No,No,1,41,Green,Very Good,352
18133513,Caara Cafe,1,New Delhi,17 Kasturba Gandhi Marg British Council Janpath New Delhi,Janpath,Janpath New Delhi,772225973,286274922,Cafe European,600,Indian RupeesRs,No,No,No,No,2,33,Orange,Average,59
619,Cafe Coffee Day  The Lounge,1,New Delhi,Peary Lal and Sons 42 Janpath New Delhi,Janpath,Janpath New Delhi,7722028926,2862642941,Cafe,750,Indian RupeesRs,No,No,No,No,2,33,Orange,Average,81
300581,Cafe Coffee Day,1,New Delhi,1 Ground Floor Atma Ram Mansion Scindia House Connaught Circus Janpath New Delhi,Janpath,Janpath New Delhi,772198128,286290186,Cafe,450,Indian RupeesRs,No,No,No,No,1,31,Orange,Average,34
300577,Costa Coffee,1,New Delhi,3 Ground Floor Scindia House Janpath New Delhi,Janpath,Janpath New Delhi,7721958833,28629035,Cafe,600,Indian RupeesRs,No,No,No,No,2,34,Orange,Average,31
6174,Gulnar  Hotel Janpath,1,New Delhi,Hotel Janpath Janpath Road Janpath New Delhi,Janpath,Janpath New Delhi,7721879444,2862175556,North Indian Chinese,2000,Indian RupeesRs,Yes,No,No,No,4,32,Orange,Average,40
300593,Kalpana Restaurant,1,New Delhi,84A Tolstoy Lane Janpath New Delhi,Janpath,Janpath New Delhi,77220734,286285904,North Indian Chinese Mughlai,500,Indian RupeesRs,No,Yes,No,No,2,32,Orange,Average,40
300589,Meenas,1,New Delhi,1 Behind Royal Plaza Hotel Ashok Road Janpath New Delhi,Janpath,Janpath New Delhi,772165193,286219039,North Indian Chinese,550,Indian RupeesRs,No,No,No,No,2,29,Orange,Average,7
261,Pizza Hut,1,New Delhi,58 Janpath New Delhi,Janpath,Janpath New Delhi,772195131,2862751063,Italian Pizza Fast Food,1000,Indian RupeesRs,No,Yes,No,No,3,34,Orange,Average,116
18400724,Prince Chaat Corner,1,New Delhi,23 Indian Oil Building Janpath New Delhi,Janpath,Janpath New Delhi,772185552,28628809,Street Food,150,Indian RupeesRs,No,No,No,No,1,32,Orange,Average,12
300591,Rajeev Restaurant,1,New Delhi,5 Behind Hotel Royal Plaza Janpath New Delhi,Janpath,Janpath New Delhi,772166027,28621945,North Indian,200,Indian RupeesRs,No,No,No,No,1,30,Orange,Average,5
18372578,RSVP,1,New Delhi,Hotel The Royal Plaza 19 Ashoka Road Janpath New Delhi,Janpath,Janpath New Delhi,772170731,286212756,Finger Food,3000,Indian RupeesRs,No,No,No,No,4,27,Orange,Average,16
307371,Samridhi,1,New Delhi,Kerala House 3 Jantar Mantar Road Near Patel Chowk Metro Station Janpath New Delhi,Janpath,Janpath New Delhi,772167587,28623172,Kerala South Indian,350,Indian RupeesRs,No,No,No,No,1,32,Orange,Average,85
300584,Shan E Dilli,1,New Delhi,148 Scindia House Behind Prem Nath Motor Corporation Janpath New Delhi,Janpath,Janpath New Delhi,772209805,2862913,North Indian,400,Indian RupeesRs,No,No,No,No,1,30,Orange,Average,7
18462606,Svasti Cafe,1,New Delhi,Svasti Sankul Gate 1 Indira Gandhi National Centre For The Arts Janpath New Delhi,Janpath,Janpath New Delhi,0,0,North Indian Fast Food Bihari,800,Indian RupeesRs,Yes,No,No,No,2,31,Orange,Average,6
18357558,The Zest,1,New Delhi,3rdFloor Handloom Hand Near Janpath Metro Station  Gate 2 Janpath New Delhi,Janpath,Janpath New Delhi,7721957177,2862727844,North Indian Continental,1100,Indian RupeesRs,Yes,No,No,No,3,32,Orange,Average,11
18345728,Masala Library,1,New Delhi,21 A Janpath New Delhi,Janpath,Janpath New Delhi,772186451,286182446,Modern Indian,5000,Indian RupeesRs,No,No,No,No,4,49,Dark Green,Excellent,408
301301,Bhogal Chole Bhature Wala,1,New Delhi,Scindia House K G Marg Janpath New Delhi,Janpath,Janpath New Delhi,7722037341,2862921603,Street Food,150,Indian RupeesRs,No,No,No,No,1,38,Yellow,Good,47
18249111,Bunta Bar,1,New Delhi,2nd Floor 76 Janpath New Delhi,Janpath,Janpath New Delhi,772198128,286283018,Modern Indian North Indian,1200,Indian RupeesRs,Yes,No,No,No,3,39,Yellow,Good,450
308280,Cafe Coffee Day The Square,1,New Delhi,44 Janpath New Delhi,Janpath,Janpath New Delhi,772194865,28626685,Cafe,700,Indian RupeesRs,No,No,No,No,2,37,Yellow,Good,49
309807,Cottage Caf by Smoothie factory,1,New Delhi,Cottage Emporium Janpath New Delhi,Janpath,Janpath New Delhi,7721970689,2862590527,Cafe Desserts Healthy Food Juices,650,Indian RupeesRs,No,Yes,No,No,2,37,Yellow,Good,223
8451,Depauls,1,New Delhi,22 Janpath Bhawan Janpath New Delhi,Janpath,Janpath New Delhi,772186451,286289072,Fast Food,200,Indian RupeesRs,No,No,No,No,1,37,Yellow,Good,475
3782,Fresc Co,1,New Delhi,78 Janpath New Delhi,Janpath,Janpath New Delhi,772197229,286282932,Italian Mediterranean,1900,Indian RupeesRs,Yes,Yes,No,No,3,38,Yellow,Good,1347
18168125,Informal,1,New Delhi,52 Tolstoy Lane Near Connaught Place Janpath New Delhi,Janpath,Janpath New Delhi,77220458,28627044,North Indian Spanish Mediterranean,1200,Indian RupeesRs,Yes,No,No,No,3,39,Yellow,Good,555
311982,Lutyens Cocktail House,1,New Delhi,22 Janpath New Delhi,Janpath,Janpath New Delhi,772194535,286183217,North Indian Lebanese European Mexican,2100,Indian RupeesRs,Yes,No,No,No,4,39,Yellow,Good,299
182,McDonalds,1,New Delhi,42 Janpath New Delhi,Janpath,Janpath New Delhi,7721920632,2862662923,Fast Food Burger,500,Indian RupeesRs,No,Yes,No,No,2,38,Yellow,Good,158
18349923,Office Office,1,New Delhi,48 Tolstoy Lane Janpath New Delhi,Janpath,Janpath New Delhi,772196331,286269407,North Indian Continental,1200,Indian RupeesRs,No,No,No,No,3,39,Yellow,Good,291
311871,Pappu Chat Bhandar,1,New Delhi,19 Ground Floor Suryakiran Building Kasturba Gandhi Marg Janpath New Delhi,Janpath,Janpath New Delhi,772225973,286276714,Street Food,150,Indian RupeesRs,No,No,No,No,1,35,Yellow,Good,19
8911,The Beer Cafe,1,New Delhi,12 Scindia House Janpath New Delhi,Janpath,Janpath New Delhi,7721962843,2862913863,Finger Food North Indian,1250,Indian RupeesRs,Yes,No,No,No,3,36,Yellow,Good,1058
18398618,The Masala Trail,1,New Delhi,52 Janpath New Delhi,Janpath,Janpath New Delhi,77219697,2862711,North Indian South Indian Street Food,800,Indian RupeesRs,Yes,Yes,No,No,2,39,Yellow,Good,303
18486847,Chill House Kafe,1,New Delhi,Ground Floor Handloom Haat Janpath New Delhi,Janpath,Janpath New Delhi,772186451,28627832,Cafe,250,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,1
18394362,Connoisseur,1,New Delhi,401 Surya Kiran Building Janpath New Delhi,Janpath,Janpath New Delhi,7720999705,2862569483,Bakery,400,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,0
18380392,Mahesh Chaat Corner,1,New Delhi,Shop 23 Indian Oil Building Janpath New Delhi,Janpath,Janpath New Delhi,0,0,Chinese Fast Food Pizza,250,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,0
18458647,Pind Balluchi,1,New Delhi,13 ScIndia House Janpath New Delhi,Janpath,Janpath New Delhi,772197229,286291892,North Indian Mughlai,1000,Indian RupeesRs,Yes,No,No,No,3,0,White,Not rated,3
18124375,Queens Way,1,New Delhi,4 Raza Market Behind DLF Building Janpath Lane Janpath New Delhi,Janpath,Janpath New Delhi,772181061,286284974,North Indian Mughlai,500,Indian RupeesRs,No,No,No,No,2,0,White,Not rated,2
300582,Sea Lord,1,New Delhi,5 Behind Royal Plaza Hotel Janpath New Delhi,Janpath,Janpath New Delhi,772164893,286219815,North Indian South Indian,250,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,3
18306547,52 Janpath,1,New Delhi,52 Janpath New Delhi,Janpath,Janpath New Delhi,772196331,286271199,American Italian North Indian European Thai,1550,Indian RupeesRs,Yes,No,No,No,3,42,Green,Very Good,361
18424189,Cafe Southall,1,New Delhi,54 Tolstoy Lane Janpath New Delhi,Janpath,Janpath New Delhi,772205314,286272055,North Indian Italian Continental Asian,1350,Indian RupeesRs,Yes,No,No,No,3,42,Green,Very Good,162
899,Saravana Bhavan,1,New Delhi,50 Janpath New Delhi,Janpath,Janpath New Delhi,772195882,286270708,South Indian,500,Indian RupeesRs,No,Yes,No,No,2,42,Green,Very Good,1869
18357911,Tourist Janpath,1,New Delhi,1 Scindia House Janpath Road Janpath New Delhi,Janpath,Janpath New Delhi,772196051,286291434,North Indian American Chinese,2000,Indian RupeesRs,Yes,No,No,No,4,41,Green,Very Good,501
7901,Cafe Coffee Day,1,New Delhi,G18 Ground Floor Spendour Farm Distric Centre Jasola New Delhi,Jasola,Jasola New Delhi,772865357,285377179,Cafe,450,Indian RupeesRs,No,No,No,No,1,31,Orange,Average,23
309778,Cafe Punjabi,1,New Delhi,GF47 Plot 7 TDI Center Jasola New Delhi,Jasola,Jasola New Delhi,772872342,285373236,North Indian,300,Indian RupeesRs,No,No,No,No,1,33,Orange,Average,33
18359262,Chai Garam,1,New Delhi,Food Court Ground Floor Splendor Forum Jasola New Delhi,Jasola,Jasola New Delhi,772866593,285377077,Beverages Fast Food,300,Indian RupeesRs,No,No,No,No,1,29,Orange,Average,6
18358682,Chai Shots,1,New Delhi,Shop 27A DLF Tower A Jasola New Delhi,Jasola,Jasola New Delhi,772862858,285398301,Beverages Fast Food,200,Indian RupeesRs,No,No,No,No,1,30,Orange,Average,15
18413811,Chao Cart,1,New Delhi,Omaxe Building Near Apollo Metro Station Jasola District Center Jasola New Delhi,Jasola,Jasola New Delhi,772877168,2853938,Chinese,400,Indian RupeesRs,No,No,No,No,1,31,Orange,Average,4
8160,Deli Belly,1,New Delhi,Shop 31 Ground Floor DLF Tower B Jasola New Delhi,Jasola,Jasola New Delhi,772884959,285398033,North Indian Italian Continental,1000,Indian RupeesRs,Yes,No,No,No,3,26,Orange,Average,49
18240023,Ego,1,New Delhi,Shop 14 Ground Floor Omaxe Square Jasola New Delhi,Jasola,Jasola New Delhi,772865123,285391313,Continental Italian,800,Indian RupeesRs,Yes,No,No,No,2,33,Orange,Average,14
306038,Fresh n Refresh,1,New Delhi,Shop 35 Ground Floor Living Square Mall Pocket 6 Jasola New Delhi,Jasola,Jasola New Delhi,772970413,285413666,Fast Food,500,Indian RupeesRs,No,No,No,No,2,28,Orange,Average,22
18337775,Jack Potatos,1,New Delhi,Atrium Floor Splendor Forum Mall Jasola New Delhi,Jasola,Jasola New Delhi,772875272,285372187,Fast Food,150,Indian RupeesRs,No,No,No,No,1,33,Orange,Average,15
18241514,Moti Mahal Delux,1,New Delhi,3334 Ground Floor TDI Centre Jasola New Delhi,Jasola,Jasola New Delhi,772875567,285373632,North Indian Mughlai,950,Indian RupeesRs,Yes,Yes,No,No,2,28,Orange,Average,26
7912,Pizza Hut Delivery,1,New Delhi,15B Ground Floor Splendor Forum District Centre Jasola New Delhi,Jasola,Jasola New Delhi,772866858,285377272,Italian Pizza Fast Food,800,Indian RupeesRs,No,Yes,No,No,2,25,Orange,Average,47
18387753,Riviera,1,New Delhi,Ameya Suites Plot6 FC33 Jasola Institutional Area Jasola New Delhi,Jasola,Jasola New Delhi,772935319,285404503,Continental North Indian Chinese Mughlai Asian,1000,Indian RupeesRs,Yes,No,No,No,3,32,Orange,Average,8
9700,Subway,1,New Delhi,Ground Floor Atrium Splendor Forum Jasola New Delhi,Jasola,Jasola New Delhi,772866755,285376733,American Fast Food Salad Healthy Food,500,Indian RupeesRs,No,Yes,No,No,2,28,Orange,Average,67
307342,Tamura,1,New Delhi,TDI Centre 1st Floor Jasola New Delhi,Jasola,Jasola New Delhi,772874628,285374717,Japanese,1500,Indian RupeesRs,Yes,No,No,No,3,33,Orange,Average,19
301898,ANF Kitchen Express,1,New Delhi,Shop 121 DLF Tower B Jasola New Delhi,Jasola,Jasola New Delhi,772894195,285386022,North Indian Fast Food,450,Indian RupeesRs,No,No,No,No,1,35,Yellow,Good,49
18322937,Mumu Dahlin,1,New Delhi,The Nanee Suites Plot 49 Pocket 1 Road 13A Jasola New Delhi,Jasola,Jasola New Delhi,77294558,285398007,Continental North Indian Chinese Cafe,1000,Indian RupeesRs,Yes,No,No,No,3,38,Yellow,Good,92
18303834,Startup Cafe,1,New Delhi,DLF Tower A Jasola New Delhi,Jasola,Jasola New Delhi,772895211,285382002,Cafe,500,Indian RupeesRs,No,Yes,No,No,2,37,Yellow,Good,78
18241883,Starvin Marvin,1,New Delhi,Jasola New Delhi,Jasola,Jasola New Delhi,772978344,285436226,Italian Mexican Lebanese Continental,600,Indian RupeesRs,No,Yes,No,No,2,38,Yellow,Good,170
18285180,Wok On Wheels,1,New Delhi,District Center Opposite DLF Towers Jasola New Delhi,Jasola,Jasola New Delhi,772900843,285398573,Chinese,550,Indian RupeesRs,No,Yes,No,No,2,38,Yellow,Good,80
18464001,Chai Mantra,1,New Delhi,Shop 8 Ground Floor DLF Tower B Jasola District Center Jasola New Delhi,Jasola,Jasola New Delhi,772899644,285382385,Fast Food Beverages,200,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,3
7908,Sagar Ratna,1,New Delhi,24  25 Ground Floor Tower B DLF Building Near District Center Jasola New Delhi,Jasola,Jasola New Delhi,772882379,285398069,South Indian North Indian Chinese,600,Indian RupeesRs,No,Yes,No,No,2,24,Red,Poor,76
4503,Paatra  Jaypee Siddharth,1,New Delhi,Jaypee Siddharth 3 Rajendra Place New Delhi,Jaypee Siddharth Rajendra Place,Jaypee Siddharth Rajendra Place New Delhi,771758533,286427453,North Indian,3500,Indian RupeesRs,Yes,No,No,No,4,34,Orange,Average,120
4502,Eggspectation  Jaypee Siddharth,1,New Delhi,Jaypee Siddharth 3 Rajendra Place New Delhi,Jaypee Siddharth Rajendra Place,Jaypee Siddharth Rajendra Place New Delhi,771758886,28642764,European Continental North Indian,3000,Indian RupeesRs,Yes,No,No,No,4,35,Yellow,Good,202
4499,Ano Tai  Jaypee Vasant Continental,1,New Delhi,Jaypee Vasant Continental Vasant Vihar New Delhi,Jaypee Vasant Continental Vasant Vihar,Jaypee Vasant Continental Vasant Vihar New Delhi,7716443762,2855650347,Chinese,2500,Indian RupeesRs,Yes,No,No,No,4,34,Orange,Average,64
4235,Tapas  Jaypee Vasant Continental,1,New Delhi,Jaypee Vasant Continental Vasant Vihar New Delhi,Jaypee Vasant Continental Vasant Vihar,Jaypee Vasant Continental Vasant Vihar New Delhi,7716443762,2855650347,North Indian,3000,Indian RupeesRs,Yes,No,No,No,4,32,Orange,Average,24
4500,The Old Baker  Jaypee Vasant Continental,1,New Delhi,Jaypee Vasant Continental Vasant Vihar New Delhi,Jaypee Vasant Continental Vasant Vihar,Jaypee Vasant Continental Vasant Vihar New Delhi,7716443762,2855650347,Bakery,500,Indian RupeesRs,No,No,No,No,2,33,Orange,Average,17
4234,Eggspectation  Jaypee Vasant Continental,1,New Delhi,Jaypee Vasant Continental Vasant Vihar New Delhi,Jaypee Vasant Continental Vasant Vihar,Jaypee Vasant Continental Vasant Vihar New Delhi,7716443762,2855650347,European Continental North Indian,3000,Indian RupeesRs,Yes,No,No,No,4,36,Yellow,Good,162
4501,Paatra  Jaypee Vasant Continental,1,New Delhi,Jaypee Vasant Continental Vasant Vihar New Delhi,Jaypee Vasant Continental Vasant Vihar,Jaypee Vasant Continental Vasant Vihar New Delhi,7716443762,2855650347,North Indian Mughlai,2500,Indian RupeesRs,Yes,No,No,No,4,35,Yellow,Good,79
308243,Ambarsaria by Gourmet Affaires,1,New Delhi,Ground Floor JMD Kohinoor Mall Greater Kailash GK 2 New Delhi,JMD Kohinoor Mall Greater Kailash,JMD Kohinoor Mall Greater Kailash New Delhi,772383021,285364178,Fast Food,400,Indian RupeesRs,No,Yes,No,No,1,31,Orange,Average,43
703,August Moon,1,New Delhi,11 JMD Kohinoor Mall Masjid Moth Greater Kailash GK 2 New Delhi,JMD Kohinoor Mall Greater Kailash,JMD Kohinoor Mall Greater Kailash New Delhi,772385844,285366985,Chinese Thai,1250,Indian RupeesRs,Yes,Yes,No,No,3,28,Orange,Average,142
18334427,Keventers,1,New Delhi,Plot 33 Ground Floor JMD Kohinoor Galleria Mall LSC Masjid Moth Greater Kailash GK 2 New Delhi,JMD Kohinoor Mall Greater Kailash,JMD Kohinoor Mall Greater Kailash New Delhi,772385653,285364802,Beverages,400,Indian RupeesRs,No,No,No,No,1,33,Orange,Average,10
310529,Moets Curry Leaf Express,1,New Delhi,Ground FloorJMD Kohinoor Mall Greater Kailash GK 2 New Delhi,JMD Kohinoor Mall Greater Kailash,JMD Kohinoor Mall Greater Kailash New Delhi,772386159,285367169,North Indian Mughlai,900,Indian RupeesRs,Yes,Yes,No,No,2,32,Orange,Average,23
309844,Natural Ice Cream,1,New Delhi,Ground Floor JMD Kohinoor Mall Masjid Moth Main Road Greater Kailash GK 2 New Delhi,JMD Kohinoor Mall Greater Kailash,JMD Kohinoor Mall Greater Kailash New Delhi,772386106,285367441,Ice Cream,150,Indian RupeesRs,No,Yes,No,No,1,45,Dark Green,Excellent,665
306034,34 Chowringhee Lane,1,New Delhi,61D Ground Floor Ber Sarai Market Opposite Old JNU Campus JNU New Delhi,JNU,JNU New Delhi,771810079,285490023,Fast Food,300,Indian RupeesRs,No,No,No,No,1,32,Orange,Average,15
303604,Qureshi,1,New Delhi,7 Kamal Complex JNU New Delhi,JNU,JNU New Delhi,7716718253,2854865293,North Indian Fast Food,350,Indian RupeesRs,No,No,No,No,1,30,Orange,Average,27
1505,Shree Ram Sweet Centre,1,New Delhi,DDA Market Ber Sarai Near IIT Delhi Hostel Gate JNU New Delhi,JNU,JNU New Delhi,771807722,285494286,Mithai Street Food,150,Indian RupeesRs,No,No,No,No,1,27,Orange,Average,13
303583,Teflas,1,New Delhi,Opposite Narmada Hostel JNU New Delhi,JNU,JNU New Delhi,771656368,285474027,North Indian Chinese,300,Indian RupeesRs,No,No,No,No,1,34,Orange,Average,53
18175324,The Viraj Food Zone,1,New Delhi,61B Ber Sarai JNU New Delhi,JNU,JNU New Delhi,771811526,285490027,North Indian Chinese,500,Indian RupeesRs,No,No,No,No,2,32,Orange,Average,29
18391147,RollsKing,1,New Delhi,Shop 23 DDA Shopping Complex Ber Serai JNU New Delhi,JNU,JNU New Delhi,771811374,285495565,Fast Food,300,Indian RupeesRs,No,No,No,No,1,35,Yellow,Good,14
301130,Secular House Canteen,1,New Delhi,91 Secular House Opposite JNU East Gate JNU New Delhi,JNU,JNU New Delhi,771783133,285441245,North Indian Mughlai Chinese,600,Indian RupeesRs,No,Yes,No,No,2,38,Yellow,Good,414
18354985,Amul IceCream Parlour,1,New Delhi,61B Ber Sarai JNU New Delhi,JNU,JNU New Delhi,771811823,285489782,Ice Cream,200,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,1
18414503,Sunny Restaurant  Tiffin,1,New Delhi,61A Ber Sarai JNU New Delhi,JNU,JNU New Delhi,771810026,285488714,North Indian,400,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,0
7807,Kerala Cafe,1,New Delhi,DDA Market Ber Sarai Aruna Ashif Ali Marg JNU New Delhi,JNU,JNU New Delhi,7718089364,2854979385,North Indian South Indian,150,Indian RupeesRs,No,No,No,No,1,23,Red,Poor,44
300887,Veer Jee Restaurant,1,New Delhi,H63 BK Dutt Colony Jor Bagh Lane Jor Bagh New Delhi,Jor Bagh,Jor Bagh New Delhi,7721763119,2858429443,North Indian Mughlai,450,Indian RupeesRs,No,No,No,No,1,31,Orange,Average,35
306251,Oval Bar  JW Marriott New Delhi,1,New Delhi,JW Marriott Delhi NCR Asset Area 4 Hospitality District Aerocity New Delhi,JW Marriott New Delhi,JW Marriott New Delhi New Delhi,77121445,28552895,Finger Food,4500,Indian RupeesRs,Yes,No,No,No,4,33,Orange,Average,15
18144453,Bakey Wish,1,New Delhi,L Block Kailash Colony New Delhi,Kailash Colony,Kailash Colony New Delhi,772398107,285531043,Bakery Desserts,300,Indian RupeesRs,No,No,No,No,1,30,Orange,Average,6
7862,Bikaner Namkeen Bhandar,1,New Delhi,HS9 Kailash Colony Market Kailash Colony New Delhi,Kailash Colony,Kailash Colony New Delhi,772416379,285526774,Mithai Street Food,150,Indian RupeesRs,No,No,No,No,1,31,Orange,Average,9
7857,Chhole Bhature Corner,1,New Delhi,HS 61 Kailash Colony Market Kailash Colony New Delhi,Kailash Colony,Kailash Colony New Delhi,772412786,285525536,North Indian,150,Indian RupeesRs,No,No,No,No,1,33,Orange,Average,21
2874,Fresh n Frozen,1,New Delhi,HS26 Ground Floor Kailash Colony Market Kailash Colony New Delhi,Kailash Colony,Kailash Colony New Delhi,772409194,285536849,Raw Meats Fast Food,200,Indian RupeesRs,No,No,No,No,1,31,Orange,Average,9
18458625,Pind Punjabi,1,New Delhi,1617 Mount Kailash Kailash Colony New Delhi,Kailash Colony,Kailash Colony New Delhi,0,0,North Indian,500,Indian RupeesRs,No,Yes,No,No,2,30,Orange,Average,4
18252369,Sanjha Chulha,1,New Delhi,HS36 Kailash Colony New Delhi,Kailash Colony,Kailash Colony New Delhi,772411888,285538898,North Indian Mughlai,700,Indian RupeesRs,No,No,No,No,2,31,Orange,Average,13
18228895,Shaan e Punjab,1,New Delhi,16 Ajit Arcade Kailash Colony New Delhi,Kailash Colony,Kailash Colony New Delhi,772402459,285571618,North Indian Mughlai,600,Indian RupeesRs,No,No,No,No,2,31,Orange,Average,21
2583,Cafe 27,1,New Delhi,26 Level 2 Kailash Colony Market Kailash Colony New Delhi,Kailash Colony,Kailash Colony New Delhi,772408296,285536763,North Indian Chinese Italian,1550,Indian RupeesRs,Yes,No,No,No,3,36,Yellow,Good,455
304876,MRD  Deliciousness Delivered,1,New Delhi,26 Ajit Arcade Opposite Metro Pillar 74 Kailash Colony New Delhi,Kailash Colony,Kailash Colony New Delhi,772402908,28556673,North Indian Italian Chinese,700,Indian RupeesRs,No,Yes,No,No,2,35,Yellow,Good,367
308407,Pita Pit,1,New Delhi,Kailash Colony New Delhi,Kailash Colony,Kailash Colony New Delhi,77236741,28557442,Healthy Food Salad,600,Indian RupeesRs,No,Yes,No,No,2,38,Yellow,Good,540
18492050,AlMalik Chicken Point,1,New Delhi,86 Zamrudpur Auto Complex Road Kailash Colony New Delhi,Kailash Colony,Kailash Colony New Delhi,772360071,285563436,North Indian Mughlai,400,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,1
18492052,Amul Sweets  Bakery,1,New Delhi,871 Zamrudpur DDA Market Kailash Colony New Delhi,Kailash Colony,Kailash Colony New Delhi,772355758,285565383,North Indian South Indian Chinese Fast Food Bakery Mithai,300,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,0
18449620,Elements  Mapple Express,1,New Delhi,A60 Kailash Colony New Delhi,Kailash Colony,Kailash Colony New Delhi,77243649,28553673,North Indian Continental Chinese,1200,Indian RupeesRs,Yes,No,No,No,3,0,White,Not rated,0
18452403,Food 24,1,New Delhi,86 Kailash Colony New Delhi,Kailash Colony,Kailash Colony New Delhi,772415481,285551789,North Indian Mughlai,400,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,1
18425740,Food Corner,1,New Delhi,HS 14 Back Side Main Market Kailash Colony New Delhi,Kailash Colony,Kailash Colony New Delhi,77241099,285527158,North Indian,100,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,0
18313153,Food Masters Galley,1,New Delhi,Kailash Colony Main Road Near Kailash Colony Metro Station Kailash Colony New Delhi,Kailash Colony,Kailash Colony New Delhi,0,0,North Indian Chinese,150,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,2
18435830,Habibi Express,1,New Delhi,5 Zamrudpur Kailash Colony Extension Kailash Colony New Delhi,Kailash Colony,Kailash Colony New Delhi,77238586,28555918,Lebanese Arabian Moroccan,900,Indian RupeesRs,Yes,Yes,No,No,2,0,White,Not rated,0
18473378,Hide Out Cafe,1,New Delhi,1st Floor HS 25 Kailash Colony Market Kailash Colony New Delhi,Kailash Colony,Kailash Colony New Delhi,772408296,285536763,Cafe Chinese Italian,700,Indian RupeesRs,No,No,No,No,2,0,White,Not rated,1
18452241,Moriarty Delivers,1,New Delhi,L 14 A Kailash Colony New Delhi,Kailash Colony,Kailash Colony New Delhi,772401111,285535184,Fast Food,400,Indian RupeesRs,No,No,No,No,1,0,White,Not rated,0
3190,Big Chill,1,New Delhi,HS 5 Kailash Colony Market Kailash Colony New Delhi,Kailash Colony,Kailash Colony New Delhi,772421318,285527692,Italian Continental European Cafe,1500,Indian RupeesRs,No,No,No,No,3,44,Green,Very Good,1521
3041,Maxims Pastry Shop,1,New Delhi,HS3 Main Market Kailash Colony New Delhi,Kailash Colony,Kailash Colony New Delhi,772421767,285527286,Bakery Desserts Fast Food Beverages,300,Indian RupeesRs,No,No,No,No,1,42,Green,Very Good,729
18441798,Uncultured Cafe  Bar,1,New Delhi,HS12 Kailash Colony New Delhi,Kailash Colony,Kailash Colony New Delhi,772412786,285526433,Continental Chinese Italian Finger Food,1500,Indian RupeesRs,Yes,No,No,No,3,43,Green,Very Good,90
306505,2 Nice 2 Slice,1,New Delhi,262 Deshbandhu Apartments Kalkaji New Delhi,Kalkaji,Kalkaji New Delhi,7725765813,2853853483,Bakery Desserts,1750,Indian RupeesRs,No,No,No,No,3,32,Orange,Average,17
302868,Aggarwal Bikaneri Sweets,1,New Delhi,B53 Main Road Near Nirankari Bhawan Kalkaji New Delhi,Kalkaji,Kalkaji New Delhi,77251157,285441688,Mithai Street Food,250,Indian RupeesRs,No,No,No,No,1,29,Orange,Average,11
7383,Aggarwal Sweet Corner  Restaurant,1,New Delhi,1 Krishna Market Kalkaji New Delhi,Kalkaji,Kalkaji New Delhi,7725511976,2854153378,North Indian South Indian Chinese Mithai,300,Indian RupeesRs,No,No,No,No,1,26,Orange,Average,38
302793,Aggarwal Sweets India,1,New Delhi,16661 Govindpuri Extension Kalkaji New Delhi,Kalkaji,Kalkaji New Delhi,7726001167,2853451667,Mithai Street Food,100,Indian RupeesRs,No,No,No,No,1,28,Orange,Average,9
9993,Aggarwals Sweets Paradise,1,New Delhi,16 CSC Pocket A8 DDA Market Kalkaji Extension Kalkaji New Delhi,Kalkaji,Kalkaji New Delhi,7726306513,2852530273,Mithai North Indian South Indian Street Food,300,Indian RupeesRs,No,No,No,No,1,27,Orange,Average,16
9985,Aggarwals Sweets,1,New Delhi,5 CSC Market Pocket 8 Kalkaji Extension Kalkaji New Delhi,Kalkaji,Kalkaji New Delhi,77263331,2852576,Mithai Street Food,150,Indian RupeesRs,No,No,No,No,1,29,Orange,Average,7
18138461,Anna Ka Dosa,1,New Delhi,K107B Ground Floor Kalkaji New Delhi,Kalkaji,Kalkaji New Delhi,7725950785,2853920667,South Indian,200,Indian RupeesRs,No,Yes,No,No,1,34,Orange,Average,41
306957,Big Chow Xpress,1,New Delhi,433B5 Street 5 Govindpuri Main Kalkaji New Delhi,Kalkaji,Kalkaji New Delhi,7726394121,2853706949,Chinese North Indian,550,Indian RupeesRs,No,Yes,No,No,2,26,Orange,Average,58
